usuario_id,publicaciones,likes_recibidos,comentarios_recibidos,seguidores,horas_uso,tasa_interaccion
1440,18,1148,242,260,11.22,123.8656
1441,8,439,59,195,54.65,9.1127
1442,11,492,81,221,50.2,11.4133
1443,9,259,48,136,40.95,7.4973
1444,13,381,69,110,50.2,8.9635
1445,16,883,133,328,37.36,27.1922
1446,11,439,43,269,43.41,11.1028
1447,8,443,97,462,43.4,12.443
1448,17,1156,158,511,25.12,52.305
1449,11,781,178,193,22.0,43.5919
1450,13,1058,175,639,33.59,36.7084
1451,19,642,90,130,29.21,25.0634
1452,13,637,73,210,33.77,21.0242
1453,16,947,105,257,28.74,36.6081
1454,9,579,84,649,44.61,14.8621
1455,18,1514,209,627,46.93,36.7153
1456,9,351,63,111,32.33,12.8042
1457,11,316,69,530,37.0,10.4045
1458,12,355,48,213,30.44,13.237
1459,14,517,117,60,31.93,19.857
1460,17,730,71,192,35.22,22.7407
1461,14,428,88,91,39.21,13.1608
1462,18,1474,140,425,31.8,50.7534
1463,12,507,70,530,35.97,16.0417
1464,14,505,94,379,53.41,11.2142
1465,16,1317,282,462,38.93,41.07
1466,12,736,168,146,36.33,24.8817
1467,8,403,86,648,27.58,17.7304
1468,13,785,171,229,28.94,33.0289
1469,19,886,141,304,42.11,24.3858
1470,10,666,124,248,30.42,25.9694
1471,14,899,105,244,35.18,28.5393
1472,8,585,54,209,66.73,9.5765
1473,8,220,34,622,65.97,3.85
1474,12,208,17,385,48.2,4.6678
1475,19,355,85,265,52.72,8.3461
1476,16,1070,163,299,44.16,27.9198
1477,10,572,98,266,41.77,16.0387
1478,8,326,57,573,43.15,8.8768
1479,14,758,131,630,28.54,31.1442
1480,12,778,102,1065,42.76,20.5779
1481,9,226,32,226,29.74,8.6749
1482,16,749,85,62,65.99,12.6374
1483,14,800,98,382,21.97,40.8733
1484,11,649,130,311,39.72,19.613
1485,11,348,56,137,28.14,14.3569
1486,11,613,123,357,41.37,17.7916
1487,8,496,63,388,44.63,12.5265
1488,9,311,62,317,41.5,8.9886
1489,7,510,87,192,28.7,20.8019
1490,15,1110,174,740,44.49,28.8608
1491,16,564,111,168,32.42,20.8197
1492,15,1323,167,732,30.39,49.0221
1493,14,430,99,174,28.2,18.7568
1494,9,147,30,132,48.8,3.6268
1495,6,168,24,599,32.94,5.8286
1496,14,524,88,207,22.81,26.8268
1497,13,925,161,496,58.23,18.6514
1498,17,301,34,529,64.86,5.1646
1499,13,1073,261,1683,41.35,32.258
1500,11,240,49,128,46.44,6.2237
1501,11,819,159,414,44.89,21.789
1502,9,518,79,185,32.52,18.3569
1503,6,337,39,372,39.35,9.5564
1504,21,1529,309,608,41.08,44.7407
1505,9,452,44,169,33.88,14.6406
1506,6,259,35,347,45.73,6.4287
1507,14,1001,84,494,24.2,44.8328
1508,15,572,86,279,41.26,15.9467
1509,14,960,98,235,44.9,23.5639
1510,16,804,198,202,34.7,28.8799
1511,4,84,11,97,43.8,2.1688
1512,10,183,34,230,31.06,6.986
1513,13,660,125,118,35.22,22.2877
1514,9,283,70,269,29.16,12.1061
1515,13,739,125,326,47.61,18.1481
1516,14,488,114,359,26.35,22.8482
1517,12,321,65,624,38.9,9.922
1518,16,782,69,930,58.33,14.5895
1519,23,1905,178,405,35.69,58.3717
1520,11,382,71,275,35.44,12.7834
1521,13,739,110,487,51.55,16.4698
1522,12,560,57,180,58.28,10.5863
1523,14,962,96,266,50.24,21.0596
1524,15,747,149,325,50.88,17.6084
1525,12,474,53,455,28.51,18.4857
1526,18,585,124,285,54.83,12.9303
1527,13,432,106,149,37.91,14.1924
1528,8,461,105,849,30.26,18.7019
1529,10,587,53,191,32.71,19.564
1530,12,629,87,447,23.71,30.1999
1531,10,648,71,329,32.17,22.3499
1532,16,856,130,195,50.03,19.7072
1533,9,352,59,141,48.65,8.4475
1534,6,366,40,159,33.17,12.2393
1535,12,797,143,356,42.47,22.1357
1536,17,434,36,77,33.2,14.1566
1537,9,345,81,147,44.56,9.5604
1538,12,312,48,170,32.38,11.1179
1539,15,1106,207,245,28.53,46.0192
1540,6,131,19,508,57.41,2.6127
1541,9,265,58,236,38.16,8.4641
1542,9,551,83,169,39.23,16.1593
1543,11,523,117,570,38.71,16.532
1544,16,651,95,129,51.07,14.6083
1545,14,802,169,86,42.09,23.0689
1546,16,828,124,421,58.04,16.4012
1547,10,534,118,121,46.5,14.0227
1548,15,667,87,196,57.61,13.0872
1549,14,803,115,172,47.57,19.2965
1550,12,610,101,293,31.38,22.6563
1551,11,806,191,384,24.66,40.424
1552,12,594,137,226,43.32,16.8752
1553,10,332,78,238,42.84,9.5707
1554,17,565,119,234,45.66,14.9799
1555,17,666,79,94,47.5,15.683
1556,8,428,46,302,38.77,12.225
1557,11,172,31,143,47.28,4.294
1558,17,962,207,596,44.38,26.3391
1559,16,1105,95,702,44.0,27.2697
1560,6,113,25,437,33.09,4.1699
1561,14,860,196,519,47.15,22.3978
1562,13,539,112,585,33.1,19.6654
1563,12,673,167,605,38.5,21.8172
1564,15,736,108,484,38.42,21.9658
1565,18,1538,293,515,35.62,51.4055
1566,16,460,100,173,23.15,24.1888
1567,16,1114,111,427,32.91,37.2212
1568,8,306,71,166,40.44,9.3226
1569,6,339,50,282,45.28,8.5908
1570,15,743,176,436,33.72,27.2544
1571,14,702,101,230,48.79,16.4572
1572,9,409,81,434,43.56,11.2501
1573,14,1097,239,983,50.29,26.5646
1574,13,203,43,204,36.4,6.7583
1575,16,321,65,169,52.38,7.3686
1576,6,405,44,264,28.49,15.7585
1577,12,255,37,373,37.71,7.7432
1578,10,366,34,314,37.59,10.6411
1579,13,940,150,559,30.47,35.7718
1580,10,346,67,359,27.38,15.0847
1581,10,430,89,205,47.01,11.0398
1582,12,654,103,111,41.28,18.3368
1583,16,521,64,343,36.68,15.9467
1584,7,258,38,233,29.74,9.9545
1585,17,545,99,315,24.37,26.4286
1586,14,461,98,381,50.78,11.0089
1587,18,1174,209,168,49.71,27.8206
1588,12,500,71,326,36.21,15.7703
1589,10,207,23,128,38.26,6.0108
1590,16,629,155,166,45.46,17.2454
1591,20,1080,97,423,37.85,31.0988
1592,10,339,70,541,62.16,6.5794
1593,7,333,73,287,30.02,13.5233
1594,18,683,116,399,38.4,20.8048
1595,5,409,100,384,24.82,20.5038
1596,19,707,164,235,57.75,15.081
1597,11,733,85,347,43.69,18.7212
1598,15,919,174,370,41.75,26.1805
1599,10,545,80,221,21.63,28.8937
1600,14,379,70,792,49.91,8.9956
1601,9,379,41,209,44.45,9.4497
1602,6,507,116,804,33.49,18.6011
1603,11,601,94,400,35.95,19.3331
1604,13,468,56,419,26.75,19.5912
1605,7,334,72,267,39.82,10.1949
1606,15,1094,273,472,55.51,24.6252
1607,19,937,127,181,32.43,32.8123
1608,14,797,195,411,51.93,19.1008
1609,17,1242,172,363,35.15,40.2278
1610,13,375,80,635,33.65,13.5221
1611,20,911,156,188,29.82,35.7754
1612,16,757,173,605,32.59,28.5357
1613,12,375,78,313,45.46,9.9638
1614,15,1118,132,294,39.98,31.2629
1615,13,738,107,761,38.79,21.7843
1616,12,394,45,212,48.85,8.987
1617,11,469,60,374,36.14,14.6388
1618,19,1557,137,433,54.61,31.0214
1619,9,172,31,55,21.65,9.3772
1620,13,303,34,267,51.13,6.5916
1621,7,111,27,174,61.89,2.2298
1622,14,817,96,579,21.34,42.7814
1623,8,182,42,302,58.06,3.8579
1624,16,445,55,410,40.0,12.5005
1625,12,343,79,631,58.18,7.2535
1626,20,369,40,459,48.85,8.3732
1627,13,379,85,135,44.13,10.5153
1628,9,493,116,309,42.47,14.3407
1629,15,570,109,435,43.07,15.7666
1630,9,440,62,431,42.18,11.901
1631,12,579,116,433,12.99,53.499
1632,26,1760,399,426,53.13,40.6341
1633,18,674,104,638,39.2,19.8465
1634,7,390,48,116,49.88,8.7819
1635,9,809,112,676,44.62,20.6414
1636,11,824,133,865,53.14,18.0088
1637,9,355,80,342,30.61,14.2129
1638,10,902,78,731,38.78,25.2681
1639,10,590,57,192,38.88,16.6405
1640,19,778,162,413,41.15,22.8443
1641,11,657,87,188,29.76,25.002
1642,17,557,85,618,19.67,32.6425
1643,12,407,52,896,43.48,10.5575
1644,14,1078,267,484,48.07,27.9797
1645,19,562,65,100,46.79,13.4013
1646,16,858,174,287,34.59,29.8315
1647,16,947,92,481,30.17,34.4347
1648,11,532,114,615,19.39,33.3077
1649,6,334,41,642,46.68,8.0329
1650,12,921,161,359,34.6,31.2699
1651,10,772,140,490,41.65,21.8993
1652,14,771,129,195,35.1,25.6416
1653,7,523,104,564,60.53,10.3586
1654,7,268,30,124,37.76,7.8916
1655,14,792,149,409,52.84,17.8081
1656,14,1099,212,571,32.4,40.4616
1657,9,359,33,670,46.08,8.5075
1658,17,763,75,632,38.23,21.9228
1659,11,381,54,157,42.7,10.1865
1660,11,575,97,173,45.49,14.7718
1661,10,564,138,264,39.87,17.6087
1662,17,625,124,517,56.95,13.152
1663,9,722,157,484,29.69,29.6105
1664,11,774,86,787,53.08,16.2032
1665,11,655,135,397,25.15,31.4079
1666,11,696,118,318,26.1,31.1842
1667,10,546,48,410,41.71,14.241
1668,21,1242,278,225,30.74,49.4532
1669,13,751,95,342,28.52,29.6609
1670,10,535,93,278,36.27,17.3146
1671,15,358,71,947,60.42,7.0999
1672,20,1265,262,248,47.95,31.843
1673,11,697,71,377,21.39,35.9082
1674,7,256,20,542,35.86,7.6969
1675,12,679,168,493,37.8,22.407
1676,11,687,80,482,50.0,15.3412
1677,16,359,68,448,42.32,10.089
1678,15,423,43,199,45.73,10.1905
1679,14,798,193,308,37.61,26.3522
1680,11,691,125,180,25.15,32.4455
1681,12,428,44,141,27.32,17.2781
1682,12,892,96,239,40.85,24.1869
1683,9,310,48,276,38.51,9.2957
1684,13,484,52,142,36.03,14.8767
1685,7,345,38,413,33.44,11.4551
1686,18,1510,159,742,32.49,51.3763
1687,8,512,111,218,26.39,23.6071
1688,8,474,89,812,32.93,17.0959
1689,15,534,109,572,28.11,22.8773
1690,18,610,74,481,44.31,15.436
1691,15,471,94,422,56.09,10.0732
1692,22,1673,298,559,34.67,56.8447
1693,12,732,115,135,21.25,39.8679
1694,11,604,92,925,33.94,20.5061
1695,9,532,132,468,24.64,26.9429
1696,21,1417,335,313,33.03,53.0355
1697,7,589,80,1100,38.99,17.1574
1698,14,765,114,149,23.96,36.684
1699,14,1220,235,1250,27.73,52.4618
1700,14,1094,119,410,53.28,22.7685
1701,11,790,174,467,37.31,25.8396
1702,11,255,43,569,38.85,7.6713
1703,18,272,42,272,53.32,5.8889
1704,8,438,48,271,18.83,25.8073
1705,14,810,137,294,45.26,20.9239
1706,19,783,80,137,42.44,20.3342
1707,13,797,172,253,37.75,25.6717
1708,10,155,20,183,23.2,7.5425
1709,8,634,116,646,41.38,18.1234
1710,12,1127,124,817,29.18,42.8741
1711,16,459,107,574,60.29,9.3873
1712,7,291,60,113,46.58,7.5354
1713,7,392,33,737,48.23,8.8128
1714,9,649,120,356,34.1,22.5493
1715,15,948,114,174,40.96,25.9284
1716,12,602,123,432,25.41,28.5305
1717,13,272,43,297,49.1,6.4149
1718,13,943,216,498,33.6,34.4989
1719,12,961,102,371,18.06,58.8442
1720,9,505,87,751,47.57,12.4449
1721,14,787,66,149,38.62,22.0898
1722,10,395,64,359,34.17,13.4321
1723,14,902,217,442,22.24,50.3116
1724,9,376,69,567,37.71,11.801
1725,5,204,18,278,23.37,9.4985
1726,13,926,124,487,49.39,21.2585
1727,14,1003,200,287,23.62,50.9409
1728,11,683,66,214,46.48,16.1155
1729,11,794,78,296,50.72,17.1935
1730,15,946,163,198,44.33,25.0143
1731,13,451,96,715,35.28,15.5048
1732,10,610,129,445,42.5,17.388
1733,7,216,31,201,43.83,5.6355
1734,16,667,53,510,42.69,16.8674
1735,14,1025,239,748,46.08,27.4309
1736,13,503,89,1254,54.48,10.8668
1737,13,1063,212,609,47.27,26.9724
1738,11,493,106,198,53.89,11.1148
1739,12,652,64,294,29.02,24.6746
1740,13,747,121,223,23.62,36.7496
1741,12,205,44,258,27.29,9.1249
1742,11,255,62,187,41.93,7.5602
1743,8,204,37,243,35.58,6.7741
1744,10,191,19,467,44.63,4.7055
1745,9,708,157,372,32.67,26.4767
1746,14,884,92,913,20.78,46.9686
1747,8,245,53,209,37.63,7.9196
1748,5,301,72,324,32.56,11.4551
1749,15,465,93,242,41.93,13.3071
1750,15,896,200,108,24.29,45.1186
1751,12,463,41,148,53.49,9.4226
1752,15,985,178,291,20.07,57.9612
1753,8,533,91,278,44.72,13.9525
1754,9,348,84,469,42.44,10.1789
1755,5,309,77,190,44.5,8.6736
1756,13,793,147,270,42.51,22.1129
1757,9,459,86,377,55.55,9.8109
1758,16,1055,255,322,40.62,32.2533
1759,12,830,201,391,43.82,23.5286
1760,8,309,69,313,49.19,7.6839
1761,18,1340,245,319,55.78,28.4163
1762,9,418,52,148,35.95,13.0728
1763,9,184,17,411,44.88,4.4787
1764,4,76,10,182,51.69,1.6637
1765,6,341,78,122,40.28,10.4023
1766,13,916,227,673,46.91,24.3638
1767,13,1138,273,763,36.35,38.8216
1768,4,279,22,350,38.23,7.874
1769,11,687,94,201,50.59,15.4392
1770,10,459,65,389,44.43,11.7946
1771,8,268,32,192,33.72,8.8963
1772,7,303,55,562,27.49,13.0208
1773,12,416,36,356,38.04,11.8816
1774,9,211,37,218,28.55,8.6865
1775,7,377,76,458,37.75,11.9991
1776,8,355,30,147,40.44,9.5214
1777,8,490,59,168,37.4,14.679
1778,6,183,45,755,50.54,4.5111
1779,10,221,54,369,35.44,7.7604
1780,11,212,38,409,41.38,6.0416
1781,10,488,91,198,20.58,28.1368
1782,15,1078,161,866,39.39,31.455
1783,9,462,39,172,55.53,9.0217
1784,6,221,40,219,42.8,6.0982
1785,9,478,47,1039,49.73,10.556
1786,16,968,169,131,41.78,27.2114
1787,15,315,44,215,30.19,11.8913
1788,14,302,35,968,40.65,8.29
1789,16,658,126,125,47.76,16.4144
1790,13,787,118,98,42.96,21.0671
1791,7,292,70,381,34.36,10.5361
1792,13,780,98,438,45.52,19.2892
1793,10,673,81,904,29.63,25.4438
1794,11,628,77,288,33.42,21.0924
1795,8,516,54,540,36.51,15.6112
1796,12,190,29,261,44.97,4.8699
1797,15,791,148,315,34.59,27.144
1798,9,451,92,174,40.63,13.3659
1799,16,815,195,467,20.86,48.4257
1800,16,820,71,447,32.67,27.2696
1801,12,774,111,337,50.91,17.3825
1802,11,449,46,342,42.61,11.617
1803,11,269,25,212,36.99,7.9491
1804,10,451,102,178,34.76,15.9108
1805,14,485,57,200,30.17,17.9652
1806,11,196,48,107,41.77,5.8415
1807,9,382,53,258,39.8,10.9296
1808,17,1268,264,290,54.7,28.0086
1809,11,387,43,1030,18.83,22.8356
1810,11,386,47,228,55.99,7.7332
1811,11,546,69,770,27.24,22.5759
1812,7,158,16,217,62.81,2.7701
1813,13,979,126,304,31.94,34.5917
1814,11,302,71,460,31.05,12.0126
1815,15,676,138,395,49.93,16.3014
1816,13,234,50,176,31.68,8.9644
1817,12,585,91,318,48.34,13.9853
1818,11,686,76,225,38.65,19.713
1819,10,270,30,174,37.54,7.9924
1820,10,432,67,287,45.1,11.0649
1821,12,703,111,223,46.39,17.5456
1822,11,543,60,471,32.33,18.6529
1823,11,786,148,416,36.89,25.321
1824,10,770,68,531,15.54,53.9107
1825,9,377,72,447,48.23,9.3091
1826,13,854,71,735,37.26,24.8224
1827,21,1540,147,226,36.59,46.1084
1828,16,665,162,551,54.96,15.0475
1829,7,213,29,156,25.7,9.4159
1830,9,549,80,178,34.16,18.4152
1831,15,310,25,189,48.87,6.855
1832,23,585,94,613,24.1,28.1711
1833,15,436,95,239,43.65,12.1637
1834,16,450,110,588,19.99,28.011
1835,9,365,48,895,42.53,9.7101
1836,15,1339,279,621,39.45,41.0181
1837,11,434,62,331,37.38,13.2674
1838,15,818,150,539,42.14,22.9713
1839,10,647,78,527,44.12,16.4332
1840,10,228,34,222,40.25,6.5094
1841,13,461,88,448,54.14,10.1402
1842,6,375,83,233,46.95,9.7555
1843,15,1082,87,651,39.67,29.4662
1844,14,868,84,476,20.74,45.9044
1845,12,988,100,725,41.99,25.9093
1846,10,276,67,809,55.45,6.1862
1847,15,370,64,433,37.57,11.5521
1848,7,124,24,379,48.96,3.023
1849,13,218,51,80,53.6,5.0187
1850,13,684,71,330,34.16,22.0997
1851,14,348,45,613,43.86,8.9602
1852,9,702,61,674,28.33,26.9331
1853,10,238,40,211,30.7,9.0558
1854,13,484,71,186,42.43,13.0805
1855,10,327,78,365,32.41,12.496
1856,8,543,116,443,58.22,11.3199
1857,9,301,50,1006,43.62,8.047
1858,14,261,31,271,49.53,5.8951
1859,17,1332,226,1036,36.61,42.5567
1860,10,740,177,1225,48.24,19.009
1861,13,247,25,212,30.85,8.8182
1862,10,699,80,200,48.31,16.1247
1863,13,964,189,460,33.09,34.844
1864,9,572,55,141,46.37,13.5219
1865,10,288,34,289,25.46,12.6488
1866,13,331,67,166,58.86,6.7619
1867,11,406,74,339,26.54,18.0892
1868,12,695,136,415,42.45,19.575
1869,14,713,92,458,29.86,26.9629
1870,10,784,99,1112,38.81,22.7499
1871,7,416,80,358,34.4,14.4202
1872,9,274,50,153,37.34,8.6776
1873,14,926,187,266,36.79,30.2535
1874,15,474,58,857,41.6,12.788
1875,12,240,28,458,38.95,6.881
1876,11,416,78,171,42.23,11.6988
1877,9,694,146,302,41.4,20.2877
1878,14,465,46,306,49.28,10.3695
1879,11,649,52,640,49.86,14.0581
1880,16,444,106,126,43.7,12.5872
1881,17,392,39,311,29.13,14.7983
1882,12,1265,176,1716,28.02,51.4189
1883,13,876,79,709,41.03,23.2737
1884,19,1043,129,285,45.48,25.7678
1885,16,450,82,200,26.1,20.3802
1886,13,559,63,539,30.93,20.1079
1887,9,588,77,807,30.19,22.024
1888,10,470,92,292,40.49,13.8798
1889,14,525,100,314,30.32,20.613
1890,5,176,28,526,26.94,7.5728
1891,15,1029,184,501,48.15,25.1921
1892,15,954,95,402,46.13,22.7387
1893,13,529,86,534,70.32,8.7458
1894,10,660,124,416,55.03,14.2459
1895,13,863,181,424,47.5,21.9781
1896,12,1118,110,908,34.89,35.1976
1897,13,470,89,664,34.37,16.266
1898,9,612,109,247,23.89,30.1852
1899,9,169,27,184,37.25,5.2617
1900,15,1089,208,409,39.48,32.8501
1901,8,321,67,307,45.77,8.4776
1902,8,678,77,789,45.41,16.6252
1903,18,1069,193,104,45.14,27.9572
1904,13,955,85,297,42.15,24.6764
1905,10,664,129,191,36.36,21.8119
1906,8,467,67,288,37.98,14.0588
1907,10,504,100,319,47.32,12.7649
1908,12,186,26,204,25.13,8.4363
1909,9,200,25,140,59.49,3.7824
1910,8,173,21,307,47.71,4.0659
1911,11,354,71,297,28.18,15.0833
1912,9,480,45,171,46.79,11.2204
1913,14,967,173,434,52.77,21.6025
1914,13,546,93,291,56.54,11.3016
1915,9,182,21,467,20.35,9.974
1916,19,328,38,99,35.62,10.2748
1917,12,491,62,327,35.07,15.7705
1918,16,288,31,575,35.02,9.1085
1919,15,406,90,368,48.65,10.1952
1920,11,407,61,241,34.07,13.7358
1921,13,801,175,229,47.35,20.6137
1922,4,91,12,173,32.81,3.139
1923,15,1253,110,666,39.03,34.9209
1924,16,272,54,185,33.94,9.6064
1925,12,756,131,433,41.79,21.2277
1926,12,790,114,366,40.11,22.5401
1927,15,468,56,249,31.72,16.5198
1928,11,269,25,255,40.46,7.2669
1929,10,591,95,218,28.09,24.425
1930,17,924,115,251,44.04,23.5923
1931,6,352,68,287,47.31,8.8775
1932,14,398,34,804,32.5,13.2922
1933,10,695,161,481,16.97,50.4523
1934,12,215,24,219,37.47,6.3776
1935,6,340,41,984,34.96,10.8971
1936,10,186,16,184,65.6,3.0792
1937,7,516,65,384,46.1,12.6038
1938,14,566,69,711,51.26,12.387
1939,14,1148,111,1133,45.48,27.6833
1940,14,794,139,324,33.5,27.8517
1941,13,808,102,401,49.27,18.4693
1942,10,707,169,201,49.55,17.6799
1943,13,413,55,439,33.02,14.1726
1944,14,589,70,547,46.17,14.2728
1945,12,248,48,770,37.83,7.8245
1946,11,403,53,615,45.58,10.0051
1947,14,1085,257,381,25.23,53.1923
1948,22,984,174,977,54.97,21.0642
1949,13,403,98,117,50.19,9.9825
1950,9,184,15,302,54.46,3.6543
1951,15,292,47,272,47.78,7.0946
1952,9,848,200,831,49.25,21.2799
1953,7,500,45,377,39.73,13.7176
1954,11,773,84,218,37.07,23.1205
1955,16,962,147,398,54.28,20.4299
1956,11,538,114,195,28.11,23.196
1957,20,1575,320,1228,33.93,55.855
1958,15,610,48,150,45.32,14.5202
1959,8,219,35,450,32.95,7.7093
1960,15,386,85,753,47.3,9.9583
1961,10,217,34,163,42.39,5.9209
1962,12,914,194,282,36.74,30.1562
1963,10,386,90,449,46.02,10.3433
1964,11,412,78,349,40.24,12.1757
1965,10,574,71,346,44.93,14.3559
1966,13,675,135,258,39.48,20.516
1967,10,433,43,155,40.32,11.8066
1968,10,427,102,481,58.56,9.0336
1969,9,204,20,341,31.84,7.0343
1970,18,1613,339,655,28.23,69.1482
1971,10,816,186,453,31.61,31.7034
1972,13,553,117,559,51.82,12.9306
1973,14,891,76,762,44.77,21.6012
1974,13,437,64,151,42.64,11.7485
1975,17,295,29,144,41.37,7.8318
1976,16,773,106,466,33.67,26.1058
1977,14,275,56,467,56.97,5.8105
1978,16,1435,208,595,40.31,40.763
1979,11,907,91,377,48.65,20.5118
1980,17,780,74,397,47.77,17.8783
1981,8,190,25,405,52.35,4.1073
1982,12,549,60,368,38.73,15.723
1983,13,714,88,329,51.6,15.5435
1984,12,267,22,172,48.58,5.9485
1985,8,546,77,625,33.47,18.6129
1986,14,825,123,702,33.75,28.0919
1987,13,1157,117,632,32.53,39.1648
1988,15,898,180,232,30.41,35.4456
1989,12,620,143,802,42.54,17.935
1990,18,1305,207,419,61.93,24.4144
1991,10,346,41,193,47.92,8.0758
1992,6,177,41,128,42.89,5.0831
1993,15,863,198,347,32.74,32.4093
1994,9,293,69,266,39.55,9.1532
1995,9,873,119,2637,16.96,58.4884
1996,13,834,101,305,41.95,22.2901
1997,13,692,120,550,29.94,27.1231
1998,15,1086,236,359,39.59,33.3957
1999,15,997,208,144,31.98,37.6815
2000,9,135,33,177,21.06,7.9756
2001,7,316,46,168,48.07,7.5308
2002,10,155,20,242,47.72,3.6671
2003,12,531,112,211,33.12,19.4115
2004,8,777,189,1032,51.04,18.9255
2005,12,383,39,878,37.11,11.3728
2006,16,657,139,264,47.74,16.6719
2007,18,1008,98,562,45.3,24.4144
2008,14,981,240,725,27.82,43.8822
2009,10,180,24,262,48.94,4.1681
2010,7,462,39,839,43.72,11.4596
2011,20,814,68,281,25.85,34.1199
2012,10,544,132,238,43.13,15.6724
2013,14,417,51,375,42.21,11.0869
2014,17,442,71,537,32.6,15.7366
2015,4,115,21,484,17.51,7.7656
2016,18,538,50,406,48.3,12.1747
2017,12,290,51,153,28.15,12.1145
2018,7,291,54,260,46.15,7.4762
2019,15,598,109,230,35.79,19.7534
2020,12,168,18,105,44.36,4.1931
2021,11,625,87,147,36.72,19.3874
2022,8,297,31,87,60.59,5.4136
2023,13,297,29,400,18.04,18.0679
2024,13,647,160,339,40.22,20.063
2025,25,1213,171,165,34.11,40.5693
2026,12,780,100,445,44.49,19.7795
2027,9,435,100,166,37.61,14.2254
2028,15,1013,157,398,37.55,31.1602
2029,8,272,39,359,50.61,6.1446
2030,10,712,60,623,37.26,20.7209
2031,8,646,104,642,40.15,18.6796
2032,10,278,48,292,51.81,6.2918
2033,12,444,58,193,45.76,10.9695
2034,12,431,56,352,37.7,12.9162
2035,10,637,116,393,31.85,23.6435
2036,14,909,107,636,36.54,27.8086
2037,18,806,111,267,33.18,27.6361
2038,9,757,82,530,38.51,21.7863
2039,7,404,51,431,39.76,11.4451
2040,10,317,53,354,27.36,13.5249
2041,15,411,72,177,44.15,10.9392
2042,8,521,109,557,42.16,14.9437
2043,10,586,135,305,21.49,33.5537
2044,9,384,60,257,51.97,8.544
2045,12,459,78,159,35.7,15.044
2046,11,372,71,314,28.6,15.4883
2047,14,1111,213,712,36.71,36.0649
2048,14,866,152,367,37.48,27.1584
2049,14,347,70,481,27.91,14.9429
2050,15,474,55,352,12.21,43.3356
2051,10,562,121,208,37.28,18.3203
2052,15,870,93,175,26.98,35.6926
2053,12,947,228,446,54.78,21.4507
2054,14,1187,196,810,42.41,32.6099
2055,13,691,147,313,42.29,19.8156
2056,11,587,97,277,57.67,11.8604
2057,12,454,78,259,42.39,12.5499
2058,15,855,164,165,43.98,23.1692
2059,8,331,76,698,39.37,10.3381
2060,11,827,159,320,63.08,15.6304
2061,4,171,27,186,33.1,5.9818
2062,15,1033,120,289,20.66,55.8004
2063,9,452,62,530,42.48,12.0985
2064,12,646,127,338,35.84,21.5671
2065,10,237,45,292,32.45,8.6897
2066,14,1030,220,802,43.08,29.0172
2067,15,1151,254,449,27.03,51.9869
2068,9,486,87,214,36.91,15.5229
2069,17,683,154,188,28.08,29.8041
2070,13,283,24,211,37.94,8.0922
2071,9,331,36,157,58.6,6.2624
2072,11,687,55,444,49.3,15.0502
2073,14,715,66,201,50.98,15.3204
2074,11,284,38,420,34.58,9.3112
2075,12,304,49,365,49.77,7.0922
2076,17,632,95,352,31.56,23.0322
2077,13,374,58,256,57.63,7.4958
2078,14,687,168,292,55.36,15.4457
2079,7,169,32,300,24.57,8.182
2080,9,349,42,1134,22.54,17.3491
2081,7,169,39,302,50.89,4.0869
2082,14,1112,120,586,46.3,26.6071
2083,16,514,114,153,56.89,11.0388
2084,7,596,90,581,36.89,18.5946
2085,11,833,165,345,43.71,22.8325
2086,9,319,74,586,54.3,7.2382
2087,11,517,67,285,27.09,21.559
2088,10,509,120,541,33.74,18.6409
2089,13,308,46,151,52.02,6.805
2090,11,504,54,223,32.75,17.0362
2091,13,378,43,410,23.96,17.5682
2092,9,640,110,246,36.4,20.6064
2093,11,608,104,392,60.4,11.7887
2094,12,429,38,527,23.72,19.6861
2095,15,240,39,165,47.18,5.9135
2096,12,784,92,204,10.9,80.3649
2097,13,293,73,136,46.15,7.9299
2098,12,240,32,412,43.92,6.1932
2099,13,267,59,210,26.4,12.347
2100,14,1082,92,362,40.03,29.3296
2101,16,538,54,352,41.66,14.2115
2102,16,535,124,381,30.71,21.4572
2103,17,453,76,210,44.18,11.9744
2104,10,666,101,306,26.22,29.2474
2105,11,810,100,387,38.59,23.5784
2106,14,909,109,416,32.3,31.5144
2107,12,267,49,311,36.76,8.597
2108,16,832,71,293,58.01,15.5649
2109,6,144,33,577,31.42,5.6328
2110,10,749,165,435,44.62,20.4862
2111,10,456,47,244,48.57,10.3556
2112,9,595,139,567,40.58,18.0878
2113,17,966,142,683,58.47,18.95
2114,15,1098,88,252,19.24,61.6504
2115,8,418,79,355,18.8,26.4358
2116,7,282,39,536,45.15,7.1103
2117,15,936,95,139,49.39,20.8744
2118,16,866,69,269,41.18,22.7078
2119,6,269,41,188,45.74,6.7769
2120,8,281,63,434,26.66,12.9039
2121,8,654,107,466,15.37,49.5064
2122,9,470,79,207,41.67,13.1738
2123,17,1304,117,640,59.93,23.7116
2124,15,803,76,204,41.35,21.2593
2125,9,798,164,630,53.3,18.05
2126,10,800,154,456,46.47,20.528
2127,15,828,100,473,34.18,27.1484
2128,15,793,124,354,39.49,23.2216
2129,10,395,69,261,34.26,13.5451
2130,16,1057,196,148,26.89,46.5968
2131,13,1088,149,461,42.12,29.368
2132,10,448,45,170,39.8,12.3881
2133,9,556,65,455,52.92,11.7353
2134,14,513,45,895,23.76,23.4864
2135,17,1309,134,379,53.18,27.1318
